match_id,match_type,date,team1,team2,venue,toss_winner,toss_decision
1475525,,2025-03-10,Malaysia,Bahrain,"Bayuemas Oval, Kuala Lumpur",Bahrain,field
1475526,,2025-03-11,Hong Kong,Bahrain,"Bayuemas Oval, Kuala Lumpur",Hong Kong,bat
1475527,,2025-03-12,Hong Kong,Malaysia,"Bayuemas Oval, Kuala Lumpur",Hong Kong,bat
1475528,,2025-03-13,Bahrain,Malaysia,"Bayuemas Oval, Kuala Lumpur",Malaysia,field
1475529,,2025-03-14,Hong Kong,Bahrain,"Bayuemas Oval, Kuala Lumpur",Hong Kong,bat
1475530,,2025-03-15,Malaysia,Hong Kong,"Bayuemas Oval, Kuala Lumpur",Malaysia,bat
1475531,,2025-03-17,Hong Kong,Bahrain,"Bayuemas Oval, Kuala Lumpur",Hong Kong,bat
1476152,,2025-03-08,Hong Kong,Uganda,Entebbe Cricket Oval,Uganda,field
1476153,,2025-03-08,Nepal,Namibia,Entebbe Cricket Oval,Nepal,bat
1476154,,2025-03-09,Uganda,Nepal,Entebbe Cricket Oval,Nepal,field
1476155,,2025-03-09,Namibia,Hong Kong,Entebbe Cricket Oval,Namibia,bat
1476156,,2025-03-10,Uganda,Namibia,Entebbe Cricket Oval,Namibia,field
1476157,,2025-03-10,Hong Kong,Nepal,Entebbe Cricket Oval,Nepal,field
1476158,,2025-03-12,Namibia,Nepal,Entebbe Cricket Oval,Nepal,field
1476159,,2025-03-12,Uganda,Hong Kong,Entebbe Cricket Oval,Uganda,bat
1476160,,2025-03-13,Hong Kong,Namibia,Entebbe Cricket Oval,Namibia,field
1476161,,2025-03-13,Uganda,Nepal,Entebbe Cricket Oval,Uganda,bat
1476162,,2025-03-14,Hong Kong,Nepal,Entebbe Cricket Oval,Hong Kong,bat
1476163,,2025-03-14,Uganda,Namibia,Entebbe Cricket Oval,Uganda,bat
1476165,,2025-03-16,Namibia,Uganda,Entebbe Cricket Oval,Namibia,bat
1476795,,2025-03-19,Canada,Namibia,"Namibia Cricket Ground, Windhoek",Namibia,field
1476797,,2025-03-22,Canada,Namibia,"Namibia Cricket Ground, Windhoek",Canada,bat
1476798,,2025-03-23,Canada,Namibia,"Namibia Cricket Ground, Windhoek",Namibia,field
1477662,,2025-04-26,Botswana,Eswatini,"Botswana Cricket Association Oval 1, Gaborone",Eswatini,field
1477663,,2025-04-26,Mozambique,Sierra Leone,"Botswana Cricket Association Oval 2, Gaborone",Mozambique,bat
1477664,,2025-04-29,Eswatini,Botswana,"Botswana Cricket Association Oval 2, Gaborone",Botswana,field
1477665,,2025-04-26,Botswana,Mozambique,"Botswana Cricket Association Oval 2, Gaborone",Botswana,bat
1477666,,2025-04-29,Mozambique,Sierra Leone,"Botswana Cricket Association Oval 1, Gaborone",Sierra Leone,field
1477667,,2025-04-27,Mozambique,Eswatini,"Botswana Cricket Association Oval 2, Gaborone",Mozambique,bat
1477668,,2025-04-27,Sierra Leone,Botswana,"Botswana Cricket Association Oval 1, Gaborone",Botswana,field
1477669,,2025-04-27,Sierra Leone,Eswatini,"Botswana Cricket Association Oval 2, Gaborone",Eswatini,field
1477670,,2025-04-27,Botswana,Mozambique,"Botswana Cricket Association Oval 1, Gaborone",Botswana,bat
1477671,,2025-04-26,Eswatini,Sierra Leone,"Botswana Cricket Association Oval 1, Gaborone",Sierra Leone,field
1477672,,2025-04-30,Mozambique,Eswatini,"Botswana Cricket Association Oval 1, Gaborone",Mozambique,bat
1477673,,2025-04-30,Sierra Leone,Botswana,"Botswana Cricket Association Oval 1, Gaborone",Botswana,field
1477674,,2025-04-29,Botswana,Sierra Leone,"Botswana Cricket Association Oval 1, Gaborone",Botswana,bat
1477675,,2025-04-29,Mozambique,Eswatini,"Botswana Cricket Association Oval 2, Gaborone",Mozambique,bat
1477676,,2025-05-15,Bulgaria,Estonia,Estonian National Cricket and Rugby Field,Bulgaria,bat
1477677,,2025-05-15,Bulgaria,Estonia,Estonian National Cricket and Rugby Field,Estonia,field
1477679,,2025-04-09,Cook Islands,Indonesia,Udayana Cricket Ground,Cook Islands,bat
1477680,,2025-04-10,Indonesia,Philippines,Udayana Cricket Ground,Philippines,field
1477681,,2025-04-11,Cook Islands,Philippines,Udayana Cricket Ground,Cook Islands,bat
1477682,,2025-04-12,Cook Islands,Indonesia,Udayana Cricket Ground,Cook Islands,bat
1478228,,2025-04-07,Norway,Portugal,Santarem Cricket Ground,Portugal,field
1478229,,2025-04-08,Norway,Portugal,Santarem Cricket Ground,Norway,bat
1478230,,2025-04-09,Portugal,Norway,Santarem Cricket Ground,Portugal,bat
1478411,,2025-04-07,Portugal,Norway,Santarem Cricket Ground,Portugal,bat
1478412,,2025-04-08,Portugal,Norway,Santarem Cricket Ground,Portugal,bat
1478413,,2025-04-09,Norway,Portugal,Santarem Cricket Ground,Portugal,field
1479320,,2025-04-09,Qatar,Nepal,"Mission Road Ground, Mong Kok, Hong Kong",Nepal,field
1479321,,2025-04-09,Hong Kong,Kuwait,"Mission Road Ground, Mong Kok, Hong Kong",Kuwait,field
1479322,,2025-04-10,Kuwait,Nepal,"Mission Road Ground, Mong Kok, Hong Kong",Nepal,field
1479323,,2025-04-10,Hong Kong,Qatar,"Mission Road Ground, Mong Kok, Hong Kong",Qatar,field
1479324,,2025-04-12,Qatar,Kuwait,"Mission Road Ground, Mong Kok, Hong Kong",Kuwait,field
1479325,,2025-04-12,Hong Kong,Nepal,"Mission Road Ground, Mong Kok, Hong Kong",Nepal,field
1479326,,2025-04-13,Hong Kong,Qatar,"Mission Road Ground, Mong Kok, Hong Kong",Qatar,field
1479327,,2025-04-13,Kuwait,Nepal,"Mission Road Ground, Mong Kok, Hong Kong",Nepal,field
1479929,,2025-04-08,Uganda,Namibia,"High Performance Oval, Windhoek",Namibia,field
1479930,,2025-04-09,Uganda,Namibia,"High Performance Oval, Windhoek",Namibia,field
1479931,,2025-04-11,Namibia,Uganda,"High Performance Oval, Windhoek",Uganda,field
1479932,,2025-04-12,Namibia,Uganda,"High Performance Oval, Windhoek",Namibia,bat
1479933,,2025-04-14,Namibia,Uganda,"High Performance Oval, Windhoek",Namibia,bat
1479934,,2025-04-15,Namibia,Uganda,"High Performance Oval, Windhoek",Uganda,field
1481295,,2025-04-17,Mexico,Costa Rica,"Clayton Panama, Panama City",Costa Rica,field
1481296,,2025-04-17,Panama,Turks and Caicos Island,"Clayton Panama, Panama City",Panama,bat
1481297,,2025-04-18,Costa Rica,Panama,"Clayton Panama, Panama City",Costa Rica,bat
1481298,,2025-04-18,Turks and Caicos Island,Mexico,"Clayton Panama, Panama City",Turks and Caicos Island,bat
1481299,,2025-04-19,Costa Rica,Turks and Caicos Island,"Clayton Panama, Panama City",Costa Rica,bat
1481300,,2025-04-19,Panama,Mexico,"Clayton Panama, Panama City",Panama,bat
1481301,,2025-04-20,Turks and Caicos Island,Costa Rica,"Clayton Panama, Panama City",Turks and Caicos Island,bat
1481303,,2025-04-19,United States of America,Cayman Islands,"Jimmy Powell Oval, Cayman Islands",United States of America,bat
1481304,,2025-04-19,Bermuda,Canada,"Jimmy Powell Oval, Cayman Islands",Bermuda,bat
1481305,,2025-04-20,United States of America,Bahamas,"Jimmy Powell Oval, Cayman Islands",United States of America,bat
1481306,,2025-04-20,Bermuda,Cayman Islands,"Jimmy Powell Oval, Cayman Islands",Bermuda,bat
1481307,,2025-04-21,Bahamas,Canada,"Jimmy Powell Oval, Cayman Islands",Bahamas,bat
1481308,,2025-04-21,Bermuda,United States of America,"Jimmy Powell Oval, Cayman Islands",Bermuda,bat
1481309,,2025-04-23,Canada,Cayman Islands,"Jimmy Powell Oval, Cayman Islands",Cayman Islands,field
1481310,,2025-04-23,Bahamas,Bermuda,"Jimmy Powell Oval, Cayman Islands",Bahamas,bat
1481311,,2025-04-24,Cayman Islands,Bahamas,"Jimmy Powell Oval, Cayman Islands",Cayman Islands,bat
1481312,,2025-04-24,Canada,United States of America,"Jimmy Powell Oval, Cayman Islands",Canada,bat
1481313,,2025-04-26,Cayman Islands,Canada,"Jimmy Powell Oval, Cayman Islands",Cayman Islands,bat
1481314,,2025-04-26,Bermuda,United States of America,"Jimmy Powell Oval, Cayman Islands",Bermuda,bat
1481315,,2025-04-27,Canada,United States of America,"Jimmy Powell Oval, Cayman Islands",Canada,bat
1481709,,2025-04-25,Zimbabwe,United States of America,"Grand Prairie Stadium, Dallas",United States of America,field
1481710,,2025-04-27,Zimbabwe,United States of America,"Grand Prairie Stadium, Dallas",United States of America,field
1481711,,2025-04-29,Zimbabwe,United States of America,"Grand Prairie Stadium, Dallas",United States of America,field
1482088,,2025-04-24,Saudi Arabia,Thailand,"Bayuemas Oval, Kuala Lumpur",Saudi Arabia,bat
1482089,,2025-04-24,Malaysia,Singapore,"Bayuemas Oval, Kuala Lumpur",Malaysia,bat
1482090,,2025-04-25,Thailand,Malaysia,"Bayuemas Oval, Kuala Lumpur",Malaysia,field
1482091,,2025-04-25,Saudi Arabia,Singapore,"Bayuemas Oval, Kuala Lumpur",Saudi Arabia,bat
1482092,,2025-04-26,Saudi Arabia,Malaysia,"Bayuemas Oval, Kuala Lumpur",Saudi Arabia,bat
1482093,,2025-04-26,Singapore,Thailand,"Bayuemas Oval, Kuala Lumpur",Singapore,bat
1482094,,2025-04-28,Saudi Arabia,Thailand,"Bayuemas Oval, Kuala Lumpur",Thailand,field
1482095,,2025-04-28,Singapore,Malaysia,"Bayuemas Oval, Kuala Lumpur",Singapore,bat
1482096,,2025-04-29,Malaysia,Thailand,"Bayuemas Oval, Kuala Lumpur",Thailand,field
1482097,,2025-04-29,Singapore,Saudi Arabia,"Bayuemas Oval, Kuala Lumpur",Singapore,bat
1482098,,2025-04-30,Malaysia,Saudi Arabia,"Bayuemas Oval, Kuala Lumpur",Saudi Arabia,field
1482100,,2025-05-02,Singapore,Thailand,"Bayuemas Oval, Kuala Lumpur",Singapore,bat
1482101,,2025-05-02,Malaysia,Saudi Arabia,"Bayuemas Oval, Kuala Lumpur",Malaysia,bat
1482819,,2025-05-07,Thailand,Cook Islands,Sano International Cricket Ground,Thailand,bat
1482820,,2025-05-08,Japan,Thailand,Sano International Cricket Ground,Japan,bat
1482821,,2025-05-09,Cook Islands,Thailand,Sano International Cricket Ground,Thailand,field
1482822,,2025-05-09,Japan,Cook Islands,Sano International Cricket Ground,Cook Islands,field
1482825,,2025-05-11,Japan,Thailand,Sano International Cricket Ground,Japan,bat
1482826,,2025-05-13,Cook Islands,Japan,Sano International Cricket Ground,Cook Islands,bat
1482827,,2025-05-14,Japan,Cook Islands,Sano International Cricket Ground,Cook Islands,field
1482828,,2025-05-06,Malta,Estonia,Marsa Sports Club,Estonia,field
1482829,,2025-05-06,Malta,Estonia,Marsa Sports Club,Estonia,field
1482830,,2025-05-07,Malta,Estonia,Marsa Sports Club,Estonia,field
1483063,,2025-05-02,Cyprus,Czech Republic,"Scott Page Field, Vinor",Czech Republic,field
1483064,,2025-05-02,Cyprus,Czech Republic,"Scott Page Field, Vinor",Cyprus,bat
1483065,,2025-05-03,Czech Republic,Cyprus,"Scott Page Field, Vinor",Czech Republic,bat
1483066,,2025-05-03,Czech Republic,Cyprus,"Scott Page Field, Vinor",Czech Republic,bat
1483067,,2025-05-04,Czech Republic,Cyprus,"Scott Page Field, Vinor",Czech Republic,bat
1483068,,2025-05-05,Croatia,Malta,Marsa Sports Club,Croatia,bat
1483069,,2025-05-05,Croatia,Malta,Marsa Sports Club,Malta,field
1483070,,2025-05-10,Germany,Greece,"Marina Ground, Corfu",Greece,field
1483071,,2025-05-10,Germany,Greece,"Marina Ground, Corfu",Germany,bat
1483072,,2025-05-11,Germany,Greece,"Marina Ground, Corfu",Germany,bat
1483073,,2025-05-11,Greece,Germany,"Marina Ground, Corfu",Greece,bat
1483731,,2025-06-08,Czech Republic,Austria,"Scott Page Field, Vinor",Austria,field
1483732,,2025-06-08,Norway,Czech Republic,"Scott Page Field, Vinor",Norway,bat
1483733,,2025-06-09,Norway,Austria,"Scott Page Field, Vinor",Norway,bat
1483734,,2025-06-09,Austria,Czech Republic,"Scott Page Field, Vinor",Austria,bat
1483735,,2025-06-10,Norway,Czech Republic,"Scott Page Field, Vinor",Czech Republic,field
1483736,,2025-06-10,Norway,Austria,"Scott Page Field, Vinor",Norway,bat
1483754,,2025-05-03,United Arab Emirates,Hong Kong,"Terdthai Cricket Ground, Bangkok",Hong Kong,field
1483755,,2025-05-03,Kuwait,Thailand,"Terdthai Cricket Ground, Bangkok",Kuwait,bat
1483756,,2025-05-04,Thailand,Hong Kong,"Terdthai Cricket Ground, Bangkok",Hong Kong,field
1483757,,2025-05-04,United Arab Emirates,Kuwait,"Terdthai Cricket Ground, Bangkok",United Arab Emirates,bat
1483758,,2025-05-06,Hong Kong,Kuwait,"Terdthai Cricket Ground, Bangkok",Kuwait,field
1483759,,2025-05-06,Thailand,United Arab Emirates,"Terdthai Cricket Ground, Bangkok",Thailand,bat
1483760,,2025-05-09,Kuwait,Thailand,"Terdthai Cricket Ground, Bangkok",Thailand,field
1483762,,2025-05-09,Malaysia,United Arab Emirates,"Asian Institute of Technology Ground, Bangkok",United Arab Emirates,field
1483763,,2025-05-10,Bahrain,Nepal,"Terdthai Cricket Ground, Bangkok",Nepal,field
1483765,,2025-05-10,United Arab Emirates,Qatar,"Terdthai Cricket Ground, Bangkok",United Arab Emirates,bat
1483766,,2025-05-12,Kuwait,Bhutan,"Terdthai Cricket Ground, Bangkok",Bhutan,field
1483767,,2025-05-12,Bahrain,Hong Kong,"Terdthai Cricket Ground, Bangkok",Bahrain,bat
1483770,,2025-05-13,Nepal,Hong Kong,"Asian Institute of Technology Ground, Bangkok",Hong Kong,field
1483772,,2025-05-15,Thailand,Bhutan,"Terdthai Cricket Ground, Bangkok",Bhutan,field
1483773,,2025-05-15,Bahrain,Nepal,"Terdthai Cricket Ground, Bangkok",Bahrain,bat
1483775,,2025-05-16,Kuwait,Bhutan,"Terdthai Cricket Ground, Bangkok",Bhutan,field
1483777,,2025-05-16,Qatar,Malaysia,"Terdthai Cricket Ground, Bangkok",Malaysia,field
1483778,,2025-05-18,Thailand,United Arab Emirates,"Terdthai Cricket Ground, Bangkok",Thailand,bat
1483779,,2025-05-19,United Arab Emirates,Nepal,"Terdthai Cricket Ground, Bangkok",Nepal,field
1483785,,2025-05-28,Pakistan,Bangladesh,"Gaddafi Stadium, Lahore",Pakistan,bat
1483786,,2025-05-30,Pakistan,Bangladesh,"Gaddafi Stadium, Lahore",Pakistan,bat
1483787,,2025-06-01,Bangladesh,Pakistan,"Gaddafi Stadium, Lahore",Pakistan,field
1483788,,2025-05-30,Austria,Switzerland,"Velden Cricket Ground, Latschach",Austria,bat
1483789,,2025-05-31,Austria,Switzerland,"Velden Cricket Ground, Latschach",Switzerland,field
1483808,,2025-05-28,Belgium,Switzerland,"Stars Arena Hofstade, Zemst",Belgium,bat
1483809,,2025-05-28,Belgium,Switzerland,"Stars Arena Hofstade, Zemst",Belgium,bat
1483810,,2025-05-29,Belgium,Switzerland,"Stars Arena Hofstade, Zemst",Switzerland,field
1483811,,2025-05-29,Switzerland,Belgium,"Stars Arena Hofstade, Zemst",Belgium,field
1483941,,2025-05-02,Bahrain,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Oman,field
1483942,,2025-05-03,Oman,Bahrain,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Bahrain,field
1483943,,2025-05-05,Bahrain,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Bahrain,bat
1484051,,2025-05-17,Bangladesh,United Arab Emirates,Sharjah Cricket Stadium,United Arab Emirates,field
1484052,,2025-05-19,Bangladesh,United Arab Emirates,Sharjah Cricket Stadium,United Arab Emirates,field
1485343,,2025-05-30,Belgium,Portugal,"Stars Arena Hofstade, Zemst",Belgium,bat
1485344,,2025-05-31,Belgium,Portugal,"Stars Arena Hofstade, Zemst",Belgium,bat
1485345,,2025-05-30,Malta,Portugal,"Stars Arena Hofstade, Zemst",Portugal,field
1485346,,2025-05-30,Malta,Belgium,"Stars Arena Hofstade, Zemst",Malta,bat
1485347,,2025-05-31,Malta,Portugal,"Stars Arena Hofstade, Zemst",Malta,bat
1485348,,2025-05-31,Belgium,Malta,"Stars Arena Hofstade, Zemst",Malta,field
1485406,,2025-06-04,Hong Kong,Japan,Sano International Cricket Ground,Japan,field
1485407,,2025-06-04,Philippines,China,Sano International Cricket Ground,China,field
1485409,,2025-06-05,Mongolia,China,Sano International Cricket Ground,Mongolia,bat
1485410,,2025-06-06,Japan,China,Sano International Cricket Ground,Japan,bat
1485411,,2025-06-06,Philippines,Mongolia,Sano International Cricket Ground,Mongolia,field
1485412,,2025-06-07,Japan,Philippines,Sano International Cricket Ground,Philippines,field
1485413,,2025-06-07,Mongolia,Hong Kong,Sano International Cricket Ground,Mongolia,bat
1485414,,2025-06-08,Philippines,China,Sano International Cricket Ground,Philippines,bat
1485415,,2025-06-08,Japan,Hong Kong,Sano International Cricket Ground,Hong Kong,field
1485778,,2025-05-20,Thailand,Nepal,"Terdthai Cricket Ground, Bangkok",Nepal,field
1485938,,2025-06-15,Scotland,Netherlands,"Titwood, Glasgow",Netherlands,field
1486088,,2025-05-25,Jersey,Italy,Roma Cricket Ground,Italy,field
1486089,,2025-05-25,Sweden,Spain,"Simar Cricket Ground, Rome",Sweden,bat
1486090,,2025-05-25,Isle of Man,Italy,Roma Cricket Ground,Isle of Man,bat
1486091,,2025-05-25,Germany,Spain,"Simar Cricket Ground, Rome",Spain,field
1486092,,2025-05-26,Germany,Jersey,Roma Cricket Ground,Germany,bat
1486093,,2025-05-26,Sweden,Isle of Man,"Simar Cricket Ground, Rome",Sweden,bat
1486094,,2025-05-26,Spain,Jersey,Roma Cricket Ground,Jersey,field
1486095,,2025-05-26,Sweden,Italy,"Simar Cricket Ground, Rome",Sweden,bat
1486096,,2025-05-28,Italy,Germany,Roma Cricket Ground,Germany,field
1486097,,2025-05-28,Isle of Man,Spain,"Simar Cricket Ground, Rome",Isle of Man,bat
1486098,,2025-05-28,Germany,Sweden,Roma Cricket Ground,Germany,bat
1486099,,2025-05-28,Jersey,Isle of Man,"Simar Cricket Ground, Rome",Isle of Man,field
1486100,,2025-05-29,Italy,Spain,Roma Cricket Ground,Italy,bat
1486101,,2025-05-29,Sweden,Jersey,"Simar Cricket Ground, Rome",Sweden,bat
1486102,,2025-05-29,Isle of Man,Germany,Roma Cricket Ground,Germany,field
1486224,,2025-06-01,Belgium,Portugal,"Stars Arena Hofstade, Zemst",Portugal,field
1486225,,2025-05-17,Austria,Slovenia,"Velden Cricket Ground, Latschach",Slovenia,field
1486227,,2025-05-18,Slovenia,Austria,"Ballpark Ground, Graz",Slovenia,bat
1486228,,2025-05-18,Austria,Slovenia,"Ballpark Ground, Graz",Austria,bat
1486582,,2025-05-21,Bangladesh,United Arab Emirates,Sharjah Cricket Stadium,United Arab Emirates,field
1486784,,2025-05-31,Austria,Switzerland,"Velden Cricket Ground, Latschach",Austria,bat
1486785,,2025-06-01,Austria,Switzerland,"Velden Cricket Ground, Latschach",Austria,bat
1486790,,2025-06-07,Slovenia,Serbia,Lisicji Jarak Cricket Ground,Slovenia,bat
1486791,,2025-06-08,Serbia,Slovenia,Lisicji Jarak Cricket Ground,Slovenia,field
1487652,,2025-06-09,Netherlands,United States of America,"Sportpark Maarschalkerweerd, Utrecht",United States of America,field
1487653,,2025-06-11,Netherlands,United States of America,"Sportpark Maarschalkerweerd, Utrecht",United States of America,field
1487654,,2025-06-12,Netherlands,United States of America,"Sportpark Maarschalkerweerd, Utrecht",United States of America,field
1487655,,2025-06-13,Netherlands,United States of America,"Sportpark Maarschalkerweerd, Utrecht",Netherlands,bat
1487658,,2025-06-12,Austria,Gibraltar,"Scott Page Field, Vinor",Austria,bat
1487660,,2025-06-13,Gibraltar,Czech Republic,"Scott Page Field, Vinor",Czech Republic,field
1487661,,2025-06-13,Czech Republic,Austria,"Scott Page Field, Vinor",Czech Republic,bat
1487693,,2025-06-03,Rwanda,Cameroon,"Gahanga International Cricket Stadium, Rwanda",Cameroon,field
1487695,,2025-06-03,Tanzania,Sierra Leone,"Gahanga International Cricket Stadium, Rwanda",Tanzania,bat
1487696,,2025-06-03,Malawi,Brazil,"Gahanga B Ground, Rwanda",Brazil,field
1487697,,2025-06-04,Rwanda,Sierra Leone,"Gahanga International Cricket Stadium, Rwanda",Rwanda,bat
1487698,,2025-06-04,Cameroon,Uganda,"Gahanga B Ground, Rwanda",Uganda,field
1487699,,2025-06-04,Nigeria,Brazil,"Gahanga International Cricket Stadium, Rwanda",Brazil,field
1487700,,2025-06-04,Tanzania,Malawi,"Gahanga B Ground, Rwanda",Tanzania,bat
1487702,,2025-06-05,Cameroon,Sierra Leone,"Gahanga B Ground, Rwanda",Sierra Leone,field
1487703,,2025-06-05,Rwanda,Malawi,"Gahanga International Cricket Stadium, Rwanda",Malawi,field
1487704,,2025-06-05,Tanzania,Nigeria,"Gahanga B Ground, Rwanda",Tanzania,bat
1487706,,2025-06-06,Sierra Leone,Uganda,"Gahanga B Ground, Rwanda",Uganda,field
1487707,,2025-06-06,Cameroon,Malawi,"Gahanga International Cricket Stadium, Rwanda",Malawi,field
1487708,,2025-06-06,Rwanda,Nigeria,"Gahanga B Ground, Rwanda",Rwanda,bat
1487709,,2025-06-07,Brazil,Uganda,"Gahanga International Cricket Stadium, Rwanda",Uganda,field
1487710,,2025-06-07,Malawi,Sierra Leone,"Gahanga B Ground, Rwanda",Sierra Leone,field
1487712,,2025-06-07,Nigeria,Cameroon,"Gahanga B Ground, Rwanda",Nigeria,bat
1487713,,2025-06-08,Uganda,Malawi,"Gahanga International Cricket Stadium, Rwanda",Malawi,field
1487714,,2025-06-08,Brazil,Tanzania,"Gahanga B Ground, Rwanda",Tanzania,field
1487715,,2025-06-08,Nigeria,Sierra Leone,"Gahanga International Cricket Stadium, Rwanda",Nigeria,bat
1487717,,2025-06-10,Uganda,Tanzania,"Gahanga International Cricket Stadium, Rwanda",Tanzania,field
1487720,,2025-06-10,Rwanda,Brazil,"Gahanga B Ground, Rwanda",Brazil,field
1487721,,2025-06-11,Nigeria,Uganda,"Gahanga International Cricket Stadium, Rwanda",Uganda,field
1487722,,2025-06-11,Rwanda,Tanzania,"Gahanga B Ground, Rwanda",Rwanda,bat
1487723,,2025-06-11,Brazil,Cameroon,"Gahanga International Cricket Stadium, Rwanda",Cameroon,field
1487725,,2025-06-12,Tanzania,Cameroon,"Gahanga International Cricket Stadium, Rwanda",Tanzania,bat
1487726,,2025-06-12,Uganda,Rwanda,"Gahanga B Ground, Rwanda",Rwanda,field
1487728,,2025-06-12,Sierra Leone,Brazil,"Gahanga B Ground, Rwanda",Sierra Leone,bat
1487729,,2025-06-13,Tanzania,Rwanda,"Gahanga International Cricket Stadium, Rwanda",Rwanda,field
1487731,,2025-06-14,Uganda,Rwanda,"Gahanga B Ground, Rwanda",Rwanda,field
1487813,,2025-06-06,Jersey,Guernsey,"Grainville, St Saviour",Guernsey,field
1487814,,2025-06-07,Guernsey,Jersey,"Grainville, St Saviour",Jersey,field
1487815,,2025-06-07,Jersey,Guernsey,"Grainville, St Saviour",Jersey,bat
1488319,,2025-06-11,Indonesia,Cambodia,Udayana Cricket Ground,Cambodia,field
1488320,,2025-06-12,Indonesia,Cambodia,Udayana Cricket Ground,Cambodia,field
1488321,,2025-06-12,Indonesia,Cambodia,Udayana Cricket Ground,Indonesia,bat
1488322,,2025-06-14,Cambodia,Indonesia,Udayana Cricket Ground,Indonesia,field
1488323,,2025-06-14,Cambodia,Indonesia,Udayana Cricket Ground,Cambodia,bat
1488324,,2025-06-15,Indonesia,Cambodia,Udayana Cricket Ground,Cambodia,field
1488325,,2025-06-15,Indonesia,Cambodia,Udayana Cricket Ground,Indonesia,bat
1488338,,2025-06-13,Denmark,Finland,"Ishoj Cricket Club, Vejledalen",Finland,field
1488339,,2025-06-14,Finland,Norway,"Ishoj Cricket Club, Vejledalen",Finland,bat
1488340,,2025-06-14,Denmark,Sweden,Koge Cricket Club,Denmark,bat
1488341,,2025-06-14,Denmark,Norway,Koge Cricket Club,Denmark,bat
1488342,,2025-06-14,Sweden,Finland,"Ishoj Cricket Club, Vejledalen",Finland,field
1488343,,2025-06-15,Sweden,Norway,"Ishoj Cricket Club, Vejledalen",Sweden,bat
1488344,,2025-06-15,Finland,Norway,"Ishoj Cricket Club, Vejledalen",Finland,bat
1489041,,2025-06-08,Mongolia,Philippines,Sano International Cricket Ground 2,Mongolia,bat
1489581,,2025-06-12,Canada,Bahamas,"Maple Leaf North-East Ground, King City",Canada,bat
1489582,,2025-06-12,Bermuda,Cayman Islands,"Maple Leaf North-East Ground, King City",Bermuda,bat
1489584,,2025-06-13,Bermuda,Bahamas,"Maple Leaf North-East Ground, King City",Bermuda,bat
1489585,,2025-06-13,Canada,Cayman Islands,"Maple Leaf North-East Ground, King City",Canada,bat
211028,,2005-06-13,England,Australia,The Rose Bowl,England,bat
211048,,2005-02-17,New Zealand,Australia,Eden Park,Australia,bat
222678,,2005-10-21,South Africa,New Zealand,New Wanderers Stadium,New Zealand,field
225263,,2006-08-28,England,Pakistan,County Ground,England,bat
225271,,2006-06-15,England,Sri Lanka,The Rose Bowl,Sri Lanka,bat
226374,,2006-01-09,Australia,South Africa,"Brisbane Cricket Ground, Woolloongabba",Australia,bat
237242,,2006-02-16,New Zealand,West Indies,Eden Park,New Zealand,field
238195,,2006-02-24,South Africa,Australia,New Wanderers Stadium,South Africa,bat
249227,,2007-01-09,Australia,England,Sydney Cricket Ground,Australia,bat
251487,,2006-12-22,New Zealand,Sri Lanka,Westpac Stadium,New Zealand,bat
251488,,2006-12-26,New Zealand,Sri Lanka,Eden Park,New Zealand,field
255954,,2006-12-01,South Africa,India,New Wanderers Stadium,South Africa,bat
258463,,2007-06-28,England,West Indies,Kennington Oval,West Indies,bat
258464,,2007-06-29,England,West Indies,Kennington Oval,West Indies,bat
287853,,2007-09-11,South Africa,West Indies,New Wanderers Stadium,South Africa,field
287854,,2007-09-12,Kenya,New Zealand,Kingsmead,New Zealand,field
287855,,2007-09-12,Pakistan,Scotland,Kingsmead,Scotland,field
287856,,2007-09-12,Australia,Zimbabwe,Newlands,Australia,bat
287857,,2007-09-13,Bangladesh,West Indies,New Wanderers Stadium,Bangladesh,field
287858,,2007-09-13,England,Zimbabwe,Newlands,England,bat
287860,,2007-09-14,Kenya,Sri Lanka,New Wanderers Stadium,Kenya,field
287861,,2007-09-14,Australia,England,Newlands,England,bat
287862,,2007-09-14,India,Pakistan,Kingsmead,Pakistan,field
287863,,2007-09-15,New Zealand,Sri Lanka,New Wanderers Stadium,New Zealand,bat
287864,,2007-09-15,South Africa,Bangladesh,Newlands,South Africa,field
287865,,2007-09-16,India,New Zealand,New Wanderers Stadium,India,field
287866,,2007-09-16,Australia,Bangladesh,Newlands,Australia,field
287867,,2007-09-16,South Africa,England,Newlands,England,field
287868,,2007-09-17,Pakistan,Sri Lanka,New Wanderers Stadium,Sri Lanka,field
287869,,2007-09-18,England,New Zealand,Kingsmead,England,field
287870,,2007-09-18,Australia,Pakistan,New Wanderers Stadium,Pakistan,field
287871,,2007-09-18,Bangladesh,Sri Lanka,New Wanderers Stadium,Bangladesh,field
287872,,2007-09-19,South Africa,New Zealand,Kingsmead,South Africa,field
287873,,2007-09-19,England,India,Kingsmead,India,bat
287874,,2007-09-20,Australia,Sri Lanka,Newlands,Australia,field
287875,,2007-09-20,Bangladesh,Pakistan,Newlands,Pakistan,field
287876,,2007-09-20,South Africa,India,Kingsmead,India,bat
287877,,2007-09-22,New Zealand,Pakistan,Newlands,New Zealand,bat
287878,,2007-09-22,Australia,India,Kingsmead,India,bat
